date,value
2005-12-01,1262.0714
2006-01-01,1278.7236
2006-02-01,1276.6452
2006-03-01,1293.7407
2006-04-01,1302.1845
2006-05-01,1290.0012
2006-06-01,1253.1227
2006-07-01,1260.2397
2006-08-01,1287.1513
2006-09-01,1317.805
2006-10-01,1363.3851
2006-11-01,1388.6331
2006-12-01,1416.4194
2007-01-01,1424.1621
2007-02-01,1444.7947
2007-03-01,1406.9522
2007-04-01,1463.6475
2007-05-01,1511.1368
2007-06-01,1514.4897
2007-07-01,1520.7049
2007-08-01,1454.6161
2007-09-01,1497.1156
2007-10-01,1539.6593
2007-11-01,1463.385
2007-12-01,1479.2281
2008-01-01,1378.7641
2008-02-01,1354.8728
2008-03-01,1316.9428
2008-04-01,1370.4678
2008-05-01,1403.218
2008-06-01,1341.2511
2008-07-01,1257.327
2008-08-01,1281.4725
2008-09-01,1217.0085
2008-10-01,968.8014
2008-11-01,883.041
2008-12-01,877.562
2009-01-01,865.5752
2009-02-01,805.227
2009-03-01,757.1269
2009-04-01,848.1517
2009-05-01,902.4082
2009-06-01,926.1152
2009-07-01,935.821
2009-08-01,1009.7249
2009-09-01,1044.552
2009-10-01,1067.6641
2009-11-01,1088.0683
2009-12-01,1110.3778
2010-01-01,1123.5815
2010-02-01,1089.1618
2010-03-01,1152.0491
2010-04-01,1197.3163
2010-05-01,1125.0637
2010-06-01,1083.3602
2010-07-01,1079.8026
2010-08-01,1087.2828
2010-09-01,1122.0822
2010-10-01,1171.5832
2010-11-01,1198.8883
2010-12-01,1241.5252
2011-01-01,1282.6186
2011-02-01,1321.1189
2011-03-01,1304.4866
2011-04-01,1331.5051
2011-05-01,1338.3114
2011-06-01,1287.288
2011-07-01,1328.9657
2011-08-01,1222.2
2011-09-01,1131.5
2011-10-01,1255
2011-11-01,1249.9
2011-12-01,1255
2012-01-01,1300.58
2012-02-01,1352.49
2012-03-01,1389.24
2012-04-01,1386.43
2012-05-01,1341.27
2012-06-01,1323.48
2012-07-01,1359.78
2012-08-01,1403.44
2012-09-01,1443.42
2012-10-01,1437.82
2012-11-01,1394.51
2012-12-01,1422.29
2013-01-01,1480.4
2013-02-01,1512.31
2013-03-01,1550.83
2013-04-01,1570.7
2013-05-01,1639.84
2013-06-01,1618.77
2013-07-01,1668.68
2013-08-01,1670.09
2013-09-01,1687.17
2013-10-01,1720.03
2013-11-01,1783.54
2013-12-01,1807.78
2014-01-01,1822.36
2014-02-01,1817.03
2014-03-01,1863.52
2014-04-01,1864.26
2014-05-01,1889.77
2014-06-01,1947.09
2014-07-01,1973.1
2014-08-01,1961.53
2014-09-01,1993.23
2014-10-01,1937.27
2014-11-01,2044.57
2014-12-01,2054.27
2015-01-01,2028.18
2015-02-01,2082.2
2015-03-01,2079.99
2015-04-01,2094.86
2015-05-01,2111.94
2015-06-01,2099.28
2015-07-01,2094.14
2015-08-01,2039.87
2015-09-01,1944.4
2015-10-01,2024.81
2015-11-01,2080.62
2015-12-01,2054.08
2016-01-01,1918.6
2016-02-01,1904.42
2016-03-01,2021.95
2016-04-01,2075.54
2016-05-01,2065.55
2016-06-01,2083.89
2016-07-01,2148.9
2016-08-01,2177.48
2016-09-01,2157.69
2016-10-01,2143.02
2016-11-01,2164.99
2016-12-01,2246.63
2017-01-01,2275.12
2017-02-01,2329.91
2017-03-01,2366.82
2017-04-01,2359.31
2017-05-01,2395.35
2017-06-01,2433.99
2017-07-01,2454.1
2017-08-01,2456.22
2017-09-01,2492.84
2017-10-01,2557
2017-11-01,2593.61
2017-12-01,2664.34
2018-01-01,2789.8
2018-02-01,2705.16
2018-03-01,2702.77
2018-04-01,2653.63
2018-05-01,2701.49
2018-06-01,2754.35
2018-07-01,2793.64
2018-08-01,2857.82
2018-09-01,2901.5
2018-10-01,2785.46
2018-11-01,2723.23
2018-12-01,2567.31
2019-01-01,2607.39
2019-02-01,2754.86
2019-03-01,2803.98
2019-04-01,2903.8
2019-05-01,2854.71
2019-06-01,2890.17
2019-07-01,2996.11
2019-08-01,2897.5
2019-09-01,2982.16
2019-10-01,2977.68
2019-11-01,3104.9
2019-12-01,3176.75
2020-01-01,3278.2
2020-02-01,3277.31
2020-03-01,2652.39
2020-04-01,2761.98
